teamstatspk;Team;games_played;wins;losses;win_percentage;Min;points;field_goals_made;field_goals_attempted;field_goal_percentage;three_pointers_made;three_pointers_attempted;three_point_percentage;free_throws_made;free_throw_attempted;free_throw_percentage;offensive_rebounds;defensive_rebounds;rebounds;assists;turnovers;steals;blocks;blocks_attempted;personal_fouls;personal_fouls_drawn;plus_minus;season;season_order;Franchise;points_pg;assists_pg;rebounds_pg;three_pa_pg;three_pm_pg
358;Charlotte Bobcats;82;21;61;0,256;3961;7661;2823;6649;42,5;469;1399;33,5;1546;2060;75,0;917;2389;3306;1587;1153;591;479;565;1561;1746;-757;2012-13;2012;Charlotte Hornets;93,42682926829268;19,353658536585368;40,31707317073171;17,0609756097561;5,719512195121951
359;Orlando Magic;82;20;62;0,244;3956;7718;3093;6904;44,8;506;1537;32,9;1026;1359;75,5;890;2612;3502;1871;1191;528;358;430;1591;1353;-573;2012-13;2012;Orlando Magic;94,1219512195122;22,817073170731707;42,707317073170735;18,74390243902439;6,170731707317073
360;Chicago Bulls;66;50;16;0,758;3188;6359;2467;5462;45,2;419;1117;37,5;1006;1394;72,2;915;2165;3080;1527;923;456;388;343;1139;1166;540;2011-12;2011;Chicago Bulls;96,34848484848484;23,136363636363637;46,666666666666664;16,924242424242426;6,348484848484849
361;San Antonio Spurs;66;50;16;0,758;3188;6841;2611;5463;47,8;552;1405;39,3;1067;1427;74,8;683;2153;2836;1528;895;490;293;330;1143;1244;473;2011-12;2011;San Antonio Spurs;103,65151515151516;23,151515151515152;42,96969696969697;21,28787878787879;8,363636363636363
362;Oklahoma City Thunder;66;47;19;0,712;3198;6802;2462;5229;47,1;472;1317;35,8;1406;1744;80,6;726;2157;2883;1224;1079;498;539;321;1352;1322;404;2011-12;2011;Oklahoma City Thunder;103,06060606060606;18,545454545454547;43,68181818181818;19,954545454545453;7,151515151515151
363;Miami Heat;66;46;20;0,697;3208;6500;2446;5212;46,9;370;1030;35,9;1238;1598;77,5;686;2060;2746;1317;1002;585;355;280;1282;1356;395;2011-12;2011;Miami Heat;98,48484848484848;19,954545454545453;41,60606060606061;15,606060606060606;5,606060606060606
364;Indiana Pacers;66;42;24;0,636;3198;6449;2354;5375;43,8;392;1064;36,8;1349;1724;78,2;826;2070;2896;1228;925;523;357;398;1430;1428;218;2011-12;2011;Indiana Pacers;97,71212121212122;18,606060606060606;43,878787878787875;16,12121212121212;5,9393939393939394
365;Los Angeles Lakers;66;41;25;0,621;3213;6422;2429;5319;45,7;362;1112;32,6;1202;1589;75,6;799;2251;3050;1485;997;390;351;302;1109;1332;94;2011-12;2011;Los Angeles Lakers;97,3030303030303;22,5;46,21212121212121;16,848484848484848;5,484848484848484
366;Memphis Grizzlies;66;41;25;0,621;3188;6269;2425;5422;44,7;277;849;32,6;1142;1504;75,9;831;1944;2775;1290;955;631;345;363;1316;1275;133;2011-12;2011;Memphis Grizzlies;94,98484848484848;19,545454545454547;42,04545454545455;12,863636363636363;4,196969696969697
367;Atlanta Hawks;66;40;26;0,606;3233;6375;2429;5348;45,4;492;1330;37,0;1025;1385;74,0;652;2066;2718;1481;921;536;303;313;1178;1263;227;2011-12;2011;Atlanta Hawks;96,5909090909091;22,439393939393938;41,18181818181818;20,151515151515152;7,454545454545454
368;Los Angeles Clippers;66;40;26;0,606;3193;6438;2439;5366;45,5;514;1441;35,7;1046;1538;68,0;800;1943;2743;1385;879;556;315;296;1399;1401;169;2011-12;2011;LA Clippers;97,54545454545455;20,984848484848484;41,56060606060606;21,833333333333332;7,787878787878788
369;Boston Celtics;66;39;27;0,591;3188;6062;2341;5086;46,0;363;988;36,7;1017;1308;77,8;509;2051;2560;1557;979;498;362;304;1315;1217;166;2011-12;2011;Boston Celtics;91,84848484848484;23,59090909090909;38,78787878787879;14,969696969696969;5,5
370;Denver Nuggets;66;38;28;0,576;3208;6872;2572;5404;47,6;435;1311;33,2;1293;1760;73,5;738;2105;2843;1581;1015;540;330;439;1297;1452;190;2011-12;2011;Denver Nuggets;104,12121212121212;23,954545454545453;43,07575757575758;19,863636363636363;6,590909090909091
371;Orlando Magic;66;37;29;0,561;3193;6215;2275;5162;44,1;670;1785;37,5;995;1508;66,0;742;2060;2802;1321;984;451;275;273;1168;1308;52;2011-12;2011;Orlando Magic;94,16666666666667;20,015151515151516;42,45454545454545;27,045454545454547;10,151515151515152
372;Dallas Mavericks;66;36;30;0,545;3213;6322;2398;5412;44,3;497;1464;33,9;1029;1334;77,1;665;2157;2822;1380;926;565;337;265;1226;1213;63;2011-12;2011;Dallas Mavericks;95,78787878787878;20,90909090909091;42,75757575757576;22,181818181818183;7,53030303030303
373;New York Knicks;66;36;30;0,545;3188;6458;2365;5335;44,3;517;1538;33,6;1211;1634;74,1;743;2012;2755;1328;1056;622;276;334;1391;1437;211;2011-12;2011;New York Knicks;97,84848484848484;20,12121212121212;41,74242424242424;23,303030303030305;7,833333333333333
374;Utah Jazz;66;36;30;0,545;3233;6577;2523;5531;45,6;273;845;32,3;1258;1668;75,4;861;2055;2916;1439;936;545;385;375;1441;1366;41;2011-12;2011;Utah Jazz;99,65151515151516;21,803030303030305;44,18181818181818;12,803030303030303;4,136363636363637
375;Philadelphia 76ers;66;35;31;0,53;3183;6180;2471;5516;44,8;349;963;36,2;889;1198;74,2;704;2144;2848;1453;738;526;340;316;1157;1070;280;2011-12;2011;Philadelphia 76ers;93,63636363636364;22,015151515151516;43,15151515151515;14,590909090909092;5,287878787878788
376;Houston Rockets;66;34;32;0,515;3213;6474;2489;5543;44,9;478;1330;35,9;1018;1301;78,2;769;2014;2783;1404;955;496;319;340;1347;1215;15;2011-12;2011;Houston Rockets;98,0909090909091;21,272727272727273;42,166666666666664;20,151515151515152;7,242424242424242
377;Phoenix Suns;66;33;33;0,5;3168;6492;2495;5445;45,8;444;1295;34,3;1058;1397;75,7;717;2035;2752;1486;928;431;366;288;1233;1293;-16;2011-12;2011;Phoenix Suns;98,36363636363636;22,515151515151516;41,696969696969695;19,62121212121212;6,7272727272727275
378;Milwaukee Bucks;66;31;35;0,47;3173;6535;2502;5652;44,3;436;1265;34,5;1095;1415;77,4;820;1983;2803;1550;929;548;335;297;1273;1278;18;2011-12;2011;Milwaukee Bucks;99,01515151515152;23,484848484848484;42,46969696969697;19,166666666666668;6,606060606060606
379;Portland Trail Blazers;66;28;38;0,424;3193;6415;2402;5417;44,3;478;1382;34,6;1133;1423;79,6;735;1949;2684;1349;935;528;322;314;1251;1306;-41;2011-12;2011;Portland Trail Blazers;97,1969696969697;20,439393939393938;40,666666666666664;20,939393939393938;7,242424242424242
380;Minnesota Timberwolves;66;26;40;0,394;3188;6464;2355;5434;43,3;473;1423;33,2;1281;1662;77,1;797;2089;2886;1290;1001;436;293;377;1212;1435;-145;2011-12;2011;Minnesota Timberwolves;97,93939393939394;19,545454545454547;43,72727272727273;21,560606060606062;7,166666666666667
381;Detroit Pistons;66;25;41;0,379;3193;5997;2291;5232;43,8;317;916;34,6;1098;1461;75,2;775;1882;2657;1232;1033;460;278;348;1293;1283;-316;2011-12;2011;Detroit Pistons;90,86363636363636;18,666666666666668;40,25757575757576;13,878787878787879;4,803030303030303
382;Golden State Warriors;66;23;43;0,348;3183;6453;2489;5443;45,7;524;1351;38,8;951;1235;77,0;640;1947;2587;1470;915;528;362;328;1410;1095;-225;2011-12;2011;Golden State Warriors;97,77272727272727;22,272727272727273;39,196969696969695;20,46969696969697;7,9393939393939394
383;Toronto Raptors;66;23;43;0,348;3193;5986;2268;5154;44,0;365;1075;34,0;1085;1410;77,0;697;2074;2771;1382;1001;429;321;322;1532;1214;-218;2011-12;2011;Toronto Raptors;90,6969696969697;20,939393939393938;41,984848484848484;16,28787878787879;5,53030303030303
384;New Jersey Nets;66;22;44;0,333;3178;6144;2262;5320;42,5;507;1481;34,2;1113;1433;77,7;783;1879;2662;1311;995;493;260;330;1268;1274;-395;2011-12;2011;Brooklyn Nets;93,0909090909091;19,863636363636363;40,333333333333336;22,439393939393938;7,681818181818182
385;Sacramento Kings;66;22;44;0,333;3183;6518;2490;5712;43,6;411;1301;31,6;1127;1532;73,6;882;1947;2829;1271;952;561;323;423;1287;1313;-375;2011-12;2011;Sacramento Kings;98,75757575757575;19,257575757575758;42,86363636363637;19,71212121212121;6,2272727272727275
386;Cleveland Cavaliers;66;21;45;0,318;3193;6140;2261;5360;42,2;440;1273;34,6;1178;1645;71,6;841;1949;2790;1308;1017;466;262;409;1317;1381;-475;2011-12;2011;Cleveland Cavaliers;93,03030303030303;19,818181818181817;42,27272727272727;19,28787878787879;6,666666666666667
387;New Orleans Hornets;66;21;45;0,318;3188;5916;2300;5103;45,1;259;777;33,3;1057;1397;75,7;724;1991;2715;1368;1024;488;316;380;1324;1235;-248;2011-12;2011;New Orleans Pelicans;89,63636363636364;20,727272727272727;41,13636363636363;11,772727272727273;3,9242424242424243
388;Washington Wizards;66;20;46;0,303;3173;6180;2414;5475;44,1;344;1075;32,0;1008;1386;72,7;775;1975;2750;1262;1008;527;417;300;1405;1231;-317;2011-12;2011;Washington Wizards;93,63636363636364;19,12121212121212;41,666666666666664;16,28787878787879;5,212121212121212
389;Charlotte Bobcats;66;7;59;0,106;3178;5739;2193;5293;41,4;263;892;29,5;1090;1462;74,6;677;1894;2571;1326;957;397;361;378;1249;1341;-918;2011-12;2011;Charlotte Hornets;86,95454545454545;20,09090909090909;38,95454545454545;13,515151515151516;3,984848484848485
390;Chicago Bulls;82;62;20;0,756;3966;8087;3042;6587;46,2;511;1415;36,1;1492;2008;74,3;967;2654;3621;1827;1161;592;468;477;1639;1645;600;2010-11;2010;Chicago Bulls;98,6219512195122;22,28048780487805;44,15853658536585;17,25609756097561;6,2317073170731705
391;San Antonio Spurs;82;61;21;0,744;3956;8502;3148;6628;47,5;685;1727;39,7;1521;1984;76,7;829;2603;3432;1836;1101;602;372;374;1556;1701;468;2010-11;2010;San Antonio Spurs;103,6829268292683;22,390243902439025;41,853658536585364;21,0609756097561;8,353658536585366
392;Miami Heat;82;58;24;0,707;3956;8369;3031;6301;48,1;547;1479;37,0;1760;2288;76,9;790;2666;3456;1639;1142;544;430;246;1674;1788;612;2010-11;2010;Miami Heat;102,0609756097561;19,98780487804878;42,146341463414636;18,036585365853657;6,670731707317073
393;Dallas Mavericks;82;57;25;0,695;3941;8220;3069;6463;47,5;645;1768;36,5;1437;1850;77,7;780;2618;3398;1954;1145;557;352;303;1575;1650;347;2010-11;2010;Dallas Mavericks;100,2439024390244;23,829268292682926;41,4390243902439;21,5609756097561;7,865853658536586
394;Los Angeles Lakers;82;57;25;0,695;3966;8321;3128;6757;46,3;524;1487;35,2;1541;1979;77,9;989;2616;3605;1801;1073;602;422;372;1555;1700;501;2010-11;2010;Los Angeles Lakers;101,47560975609755;21,963414634146343;43,96341463414634;18,134146341463413;6,390243902439025
395;Boston Celtics;82;56;26;0,683;3956;7913;3023;6219;48,6;408;1119;36,5;1459;1895;77,0;639;2542;3181;1921;1195;676;344;364;1678;1659;440;2010-11;2010;Boston Celtics;96,5;23,426829268292682;38,792682926829265;13,646341463414634;4,975609756097561
396;Oklahoma City Thunder;82;55;27;0,671;4001;8596;3066;6609;46,4;487;1403;34,7;1977;2401;82,3;903;2604;3507;1672;1156;654;487;356;1836;1767;311;2010-11;2010;Oklahoma City Thunder;104,82926829268293;20,390243902439025;42,76829268292683;17,109756097560975;5,939024390243903
397;Orlando Magic;82;52;30;0,634;3966;8135;2956;6411;46,1;770;2103;36,6;1453;2101;69,2;864;2679;3543;1636;1224;548;384;310;1640;1791;448;2010-11;2010;Orlando Magic;99,20731707317073;19,951219512195124;43,207317073170735;25,646341463414632;9,390243902439025
398;Denver Nuggets;82;50;32;0,61;3941;8811;3145;6613;47,6;662;1704;38,8;1859;2429;76,5;791;2652;3443;1813;1157;605;352;488;1719;1864;390;2010-11;2010;Denver Nuggets;107,45121951219512;22,109756097560975;41,98780487804878;20,78048780487805;8,073170731707316
399;Portland Trail Blazers;82;48;34;0,585;3961;7896;2951;6599;44,7;518;1503;34,5;1476;1835;80,4;996;2230;3226;1736;1070;660;358;339;1585;1743;125;2010-11;2010;Portland Trail Blazers;96,29268292682927;21,170731707317074;39,34146341463415;18,329268292682926;6,317073170731708
400;Memphis Grizzlies;82;46;36;0,561;3976;8195;3200;6801;47,1;309;926;33,4;1486;1981;75,0;970;2391;3361;1691;1145;771;441;505;1705;1754;192;2010-11;2010;Memphis Grizzlies;99,9390243902439;20,621951219512194;40,98780487804878;11,292682926829269;3,768292682926829
401;New Orleans Hornets;82;46;36;0,561;3966;7784;2944;6416;45,9;444;1232;36,0;1452;1897;76,5;824;2468;3292;1691;1069;624;359;396;1719;1674;73;2010-11;2010;New Orleans Pelicans;94,92682926829268;20,621951219512194;40,146341463414636;15,024390243902438;5,414634146341464
402;Atlanta Hawks;82;44;38;0,537;3946;7790;2971;6429;46,2;502;1427;35,2;1346;1728;77,9;762;2460;3222;1802;1118;497;341;348;1554;1517;-67;2010-11;2010;Atlanta Hawks;95,0;21,975609756097562;39,292682926829265;17,402439024390244;6,121951219512195
403;Houston Rockets;82;43;39;0,524;3976;8685;3170;6975;45,4;677;1843;36,7;1668;2083;80,1;962;2549;3511;1955;1110;581;371;449;1641;1754;179;2010-11;2010;Houston Rockets;105,91463414634147;23,841463414634145;42,81707317073171;22,475609756097562;8,25609756097561
404;New York Knicks;82;42;40;0,512;3956;8734;3140;6867;45,7;765;2081;36,8;1689;2087;80,9;847;2470;3317;1757;1123;625;475;360;1743;1703;64;2010-11;2010;New York Knicks;106,51219512195122;21,426829268292682;40,451219512195124;25,378048780487806;9,329268292682928
405;Philadelphia 76ers;82;41;41;0,5;3986;8119;3125;6776;46,1;443;1248;35,5;1426;1851;77,0;850;2578;3428;1861;1063;621;355;376;1592;1544;123;2010-11;2010;Philadelphia 76ers;99,01219512195122;22,695121951219512;41,80487804878049;15,21951219512195;5,402439024390244
406;Phoenix Suns;82;40;42;0,488;4001;8611;3219;6844;47,0;701;1857;37,7;1472;1939;75,9;821;2478;3299;1945;1169;545;357;356;1666;1740;-73;2010-11;2010;Phoenix Suns;105,01219512195122;23,71951219512195;40,23170731707317;22,646341463414632;8,548780487804878
407;Utah Jazz;82;39;43;0,476;3976;8153;3064;6590;46,5;435;1256;34,6;1590;2061;77,1;898;2338;3236;1921;1175;629;484;411;1865;1802;-150;2010-11;2010;Utah Jazz;99,42682926829268;23,426829268292682;39,46341463414634;15,317073170731707;5,304878048780488
408;Indiana Pacers;82;37;45;0,451;3956;8183;3003;6787;44,2;585;1653;35,4;1592;2035;78,2;914;2657;3571;1611;1262;584;456;467;1782;1758;-88;2010-11;2010;Indiana Pacers;99,79268292682927;19,646341463414632;43,548780487804876;20,158536585365855;7,134146341463414
409;Golden State Warriors;82;36;46;0,439;3966;8477;3251;7047;46,1;685;1749;39,2;1290;1695;76,1;955;2370;3325;1847;1198;737;406;352;1806;1512;-191;2010-11;2010;Golden State Warriors;103,3780487804878;22,524390243902438;40,548780487804876;21,329268292682926;8,353658536585366
410;Milwaukee Bucks;82;35;47;0,427;3966;7534;2814;6544;43,0;483;1414;34,2;1423;1881;75,7;862;2480;3342;1545;1103;617;399;392;1682;1694;-69;2010-11;2010;Milwaukee Bucks;91,8780487804878;18,841463414634145;40,75609756097561;17,24390243902439;5,890243902439025
411;Charlotte Bobcats;82;34;48;0,415;3961;7650;2873;6365;45,1;393;1203;32,7;1511;1999;75,6;848;2444;3292;1728;1192;524;433;496;1637;1730;-328;2010-11;2010;Charlotte Hornets;93,29268292682927;21,073170731707318;40,146341463414636;14,670731707317072;4,7926829268292686
412;Los Angeles Clippers;82;32;50;0,39;3971;8089;3015;6594;45,7;513;1519;33,8;1546;2187;70,7;955;2501;3456;1813;1343;585;402;404;1733;1811;-257;2010-11;2010;LA Clippers;98,64634146341463;22,109756097560975;42,146341463414636;18,524390243902438;6,2560975609756095
413;Detroit Pistons;82;30;52;0,366;3976;7951;3056;6647;46,0;472;1256;37,6;1367;1854;73,7;931;2236;3167;1730;1067;595;328;381;1629;1545;-295;2010-11;2010;Detroit Pistons;96,96341463414635;21,097560975609756;38,6219512195122;15,317073170731707;5,7560975609756095
414;New Jersey Nets;82;24;58;0,293;4001;7722;2918;6638;44,0;459;1337;34,3;1427;1881;75,9;909;2440;3349;1723;1152;458;384;375;1807;1638;-512;2010-11;2010;Brooklyn Nets;94,17073170731707;21,01219512195122;40,84146341463415;16,304878048780488;5,597560975609756
415;Sacramento Kings;82;24;58;0,293;3971;8151;3134;6979;44,9;428;1277;33,5;1455;1981;73,4;1071;2526;3597;1675;1324;608;391;464;1805;1723;-438;2010-11;2010;Sacramento Kings;99,40243902439025;20,426829268292682;43,86585365853659;15,573170731707316;5,219512195121951
416;Washington Wizards;82;23;59;0,28;3986;7977;3048;6888;44,3;392;1182;33,2;1489;1999;74,5;1013;2374;3387;1592;1258;665;502;413;1850;1662;-607;2010-11;2010;Washington Wizards;97,28048780487805;19,414634146341463;41,30487804878049;14,414634146341463;4,780487804878049
417;Toronto Raptors;82;22;60;0,268;3956;8124;3144;6755;46,5;345;1091;31,6;1491;1976;75,5;963;2343;3306;1795;1206;581;350;456;1807;1620;-515;2010-11;2010;Toronto Raptors;99,07317073170732;21,890243902439025;40,31707317073171;13,304878048780488;4,2073170731707314
418;Cleveland Cavaliers;82;19;63;0,232;3951;7827;2886;6647;43,4;509;1489;34,2;1546;2075;74,5;856;2449;3305;1720;1166;544;341;489;1648;1747;-739;2010-11;2010;Cleveland Cavaliers;95,45121951219512;20,975609756097562;40,30487804878049;18,158536585365855;6,2073170731707314
419;Minnesota Timberwolves;82;17;65;0,207;3956;8288;3090;7014;44,1;589;1565;37,6;1519;1977;76,8;1085;2556;3641;1650;1398;592;422;447;1825;1717;-544;2010-11;2010;Minnesota Timberwolves;101,07317073170732;20,121951219512194;44,40243902439025;19,085365853658537;7,182926829268292
420;Cleveland Cavaliers;82;61;21;0,744;3956;8373;3101;6391;48,5;602;1582;38,1;1569;2180;72,0;791;2692;3483;1835;1137;564;425;325;1591;1708;535;2009-10;2009;Cleveland Cavaliers;102,10975609756098;22,378048780487806;42,47560975609756;19,29268292682927;7,341463414634147
421;Orlando Magic;82;59;23;0,72;3946;8426;3005;6394;47,0;841;2241;37,5;1575;2176;72,4;810;2736;3546;1615;1155;512;456;288;1629;1819;614;2009-10;2009;Orlando Magic;102,7560975609756;19,695121951219512;43,24390243902439;27,329268292682926;10,25609756097561
422;Los Angeles Lakers;82;57;25;0,695;3966;8339;3144;6875;45,7;532;1562;34,1;1519;1985;76,5;973;2662;3635;1730;1096;612;400;363;1592;1737;387;2009-10;2009;Los Angeles Lakers;101,6951219512195;21,097560975609756;44,329268292682926;19,048780487804876;6,487804878048781
423;Dallas Mavericks;82;55;27;0,671;3976;8364;3140;6760;46,4;558;1498;37,2;1526;1870;81,6;834;2586;3420;1917;1059;624;449;337;1563;1652;223;2009-10;2009;Dallas Mavericks;102,0;23,378048780487806;41,707317073170735;18,26829268292683;6,804878048780488
424;Phoenix Suns;82;54;28;0,659;3946;9039;3339;6788;49,2;730;1770;41,2;1631;2117;77,0;910;2616;3526;1912;1210;479;418;365;1713;1789;402;2009-10;2009;Phoenix Suns;110,23170731707317;23,317073170731707;43,0;21,585365853658537;8,902439024390244
425;Atlanta Hawks;82;53;29;0,646;3971;8338;3181;6801;46,8;524;1455;36,0;1452;1914;75,9;969;2451;3420;1789;980;592;413;359;1632;1582;382;2009-10;2009;Atlanta Hawks;101,6829268292683;21,817073170731707;41,707317073170735;17,74390243902439;6,390243902439025
426;Denver Nuggets;82;53;29;0,646;3956;8729;3124;6678;46,8;544;1517;35,9;1937;2508;77,2;889;2505;3394;1719;1136;683;417;438;1844;1943;335;2009-10;2009;Denver Nuggets;106,45121951219512;20,963414634146343;41,390243902439025;18,5;6,634146341463414
427;Utah Jazz;82;53;29;0,646;3951;8547;3227;6575;49,1;439;1207;36,4;1654;2233;74,1;872;2588;3460;2187;1246;675;400;445;1859;1818;438;2009-10;2009;Utah Jazz;104,23170731707317;26,670731707317074;42,19512195121951;14,71951219512195;5,353658536585366
428;Boston Celtics;82;50;32;0,61;3956;8136;3039;6294;48,3;499;1433;34,8;1559;2090;74,6;716;2449;3165;1930;1219;701;402;386;1816;1777;300;2009-10;2009;Boston Celtics;99,21951219512195;23,536585365853657;38,59756097560975;17,475609756097562;6,085365853658536
429;Oklahoma City Thunder;82;50;32;0,61;3961;8322;3063;6629;46,2;418;1229;34,0;1778;2210;80,5;960;2607;3567;1639;1227;654;481;384;1743;1755;286;2009-10;2009;Oklahoma City Thunder;101,48780487804878;19,98780487804878;43,5;14,987804878048781;5,097560975609756
430;Portland Trail Blazers;82;50;32;0,61;3971;8045;2974;6453;46,1;491;1388;35,4;1606;2033;79,0;913;2383;3296;1674;1012;523;350;333;1715;1767;271;2009-10;2009;Portland Trail Blazers;98,10975609756098;20,414634146341463;40,19512195121951;16,926829268292682;5,987804878048781
431;San Antonio Spurs;82;50;32;0,61;3956;8312;3150;6659;47,3;554;1547;35,8;1458;1969;74,0;887;2621;3508;1829;1116;516;381;417;1669;1672;417;2009-10;2009;San Antonio Spurs;101,36585365853658;22,304878048780488;42,78048780487805;18,865853658536587;6,7560975609756095
432;Miami Heat;82;47;35;0,573;3976;7914;2984;6518;45,8;494;1426;34,6;1452;1931;75,2;875;2553;3428;1548;1079;605;457;355;1710;1639;187;2009-10;2009;Miami Heat;96,51219512195122;18,878048780487806;41,80487804878049;17,390243902439025;6,024390243902439
433;Milwaukee Bucks;82;46;36;0,561;3996;8009;3050;6998;43,6;645;1813;35,6;1264;1675;75,5;965;2560;3525;1740;1085;580;385;421;1823;1664;139;2009-10;2009;Milwaukee Bucks;97,67073170731707;21,21951219512195;42,98780487804878;22,109756097560975;7,865853658536586
434;Charlotte Bobcats;82;44;38;0,537;3976;7813;2858;6306;45,3;460;1331;34,6;1637;2180;75,1;858;2490;3348;1658;1290;632;446;502;1597;1804;120;2009-10;2009;Charlotte Hornets;95,28048780487805;20,21951219512195;40,829268292682926;16,23170731707317;5,609756097560975
435;Houston Rockets;82;42;40;0,512;3981;8395;3094;6923;44,7;646;1838;35,1;1561;2022;77,2;971;2471;3442;1790;1188;583;318;532;1712;1840;-30;2009-10;2009;Houston Rockets;102,3780487804878;21,829268292682926;41,97560975609756;22,414634146341463;7,878048780487805
436;Chicago Bulls;82;41;41;0,5;3981;7993;3081;6825;45,1;352;1066;33,0;1479;1962;75,4;937;2715;3652;1704;1175;531;478;438;1648;1643;-134;2009-10;2009;Chicago Bulls;97,47560975609755;20,78048780487805;44,53658536585366;13,0;4,2926829268292686
437;Memphis Grizzlies;82;40;42;0,488;3981;8404;3223;6875;46,9;344;1020;33,7;1614;2202;73,3;1070;2496;3566;1543;1248;645;399;501;1655;1840;-124;2009-10;2009;Memphis Grizzlies;102,48780487804878;18,817073170731707;43,48780487804878;12,439024390243903;4,195121951219512
438;Toronto Raptors;82;40;42;0,488;3956;8534;3199;6631;48,2;518;1397;37,1;1618;2118;76,4;806;2507;3313;1804;1100;469;384;360;1819;1730;-146;2009-10;2009;Toronto Raptors;104,07317073170732;22,0;40,40243902439025;17,036585365853657;6,317073170731708
439;New Orleans Hornets;82;37;45;0,451;3966;8220;3178;6842;46,4;571;1572;36,3;1293;1661;77,8;852;2450;3302;1828;1103;625;300;367;1606;1597;-202;2009-10;2009;New Orleans Pelicans;100,2439024390244;22,29268292682927;40,26829268292683;19,170731707317074;6,963414634146342
440;Indiana Pacers;82;32;50;0,39;3941;8263;3020;6823;44,3;659;1896;34,8;1564;2019;77,5;785;2618;3403;1730;1232;585;439;414;1848;1709;-247;2009-10;2009;Indiana Pacers;100,76829268292683;21,097560975609756;41,5;23,121951219512194;8,036585365853659
441;Los Angeles Clippers;82;29;53;0,354;3941;7849;3002;6601;45,5;483;1457;33,2;1362;1867;73,0;927;2502;3429;1810;1285;532;466;363;1581;1588;-521;2009-10;2009;LA Clippers;95,71951219512195;22,073170731707318;41,81707317073171;17,76829268292683;5,890243902439025
442;New York Knicks;82;29;53;0,354;3976;8373;3127;6876;45,5;743;2145;34,6;1376;1759;78,2;836;2477;3313;1772;1148;586;305;368;1638;1576;-313;2009-10;2009;New York Knicks;102,10975609756098;21,609756097560975;40,40243902439025;26,158536585365855;9,060975609756097
443;Detroit Pistons;82;27;55;0,329;3956;7709;2940;6602;44,5;374;1190;31,4;1455;1998;72,8;1053;2242;3295;1591;1100;596;313;401;1822;1702;-419;2009-10;2009;Detroit Pistons;94,01219512195122;19,402439024390244;40,18292682926829;14,512195121951219;4,560975609756097
444;Philadelphia 76ers;82;27;55;0,329;3961;8014;3087;6706;46,0;474;1381;34,3;1366;1808;75,6;941;2421;3362;1723;1192;667;439;332;1677;1534;-320;2009-10;2009;Philadelphia 76ers;97,73170731707317;21,01219512195122;41,0;16,841463414634145;5,780487804878049
445;Golden State Warriors;82;26;56;0,317;3946;8922;3329;7094;46,9;633;1687;37,5;1631;2085;78,2;753;2397;3150;1839;1204;761;340;407;1886;1757;-295;2009-10;2009;Golden State Warriors;108,8048780487805;22,426829268292682;38,41463414634146;20,573170731707318;7,719512195121951
446;Washington Wizards;82;26;56;0,317;3966;7892;3008;6700;44,9;432;1225;35,3;1444;1895;76,2;966;2458;3424;1557;1219;493;421;415;1752;1684;-392;2009-10;2009;Washington Wizards;96,2439024390244;18,98780487804878;41,75609756097561;14,939024390243903;5,2682926829268295
447;Sacramento Kings;82;25;57;0,305;3976;8200;3144;6895;45,6;482;1383;34,9;1430;1969;72,6;977;2518;3495;1679;1226;564;366;468;1827;1650;-358;2009-10;2009;Sacramento Kings;100,0;20,475609756097562;42,6219512195122;16,865853658536587;5,878048780487805
448;Minnesota Timberwolves;82;15;67;0,183;3956;8051;3106;6923;44,9;403;1181;34,1;1436;1926;74,6;962;2556;3518;1626;1333;597;306;442;1699;1686;-787;2009-10;2009;Minnesota Timberwolves;98,1829268292683;19,829268292682926;42,90243902439025;14,402439024390244;4,914634146341464
449;New Jersey Nets;82;12;70;0,146;3956;7575;2813;6554;42,9;377;1185;31,8;1572;2015;78,0;897;2358;3255;1540;1182;573;393;421;1643;1647;-748;2009-10;2009;Brooklyn Nets;92,3780487804878;18,78048780487805;39,69512195121951;14,451219512195122;4,597560975609756
450;Cleveland Cavaliers;82;66;16;0,805;3956;8223;3022;6454;46,8;656;1670;39,3;1523;2012;75,7;886;2574;3460;1663;1045;593;435;338;1663;1664;732;2008-09;2008;Cleveland Cavaliers;100,28048780487805;20,28048780487805;42,19512195121951;20,365853658536587;8,0
451;Los Angeles Lakers;82;65;17;0,793;3956;8768;3307;6981;47,4;547;1516;36,1;1607;2087;77,0;1015;2587;3602;1908;1103;718;420;392;1698;1816;628;2008-09;2008;Los Angeles Lakers;106,92682926829268;23,26829268292683;43,926829268292686;18,48780487804878;6,670731707317073
452;Boston Celtics;82;62;20;0,756;3976;8275;3075;6333;48,6;538;1355;39,7;1587;2075;76,5;869;2586;3455;1862;1280;621;387;389;1897;1820;616;2008-09;2008;Boston Celtics;100,91463414634147;22,70731707317073;42,13414634146341;16,524390243902438;6,560975609756097
453;Orlando Magic;82;59;23;0,72;3946;8286;2929;6416;45,7;817;2147;38,1;1611;2253;71,5;819;2728;3547;1593;1142;570;439;308;1664;1840;549;2008-09;2008;Orlando Magic;101,04878048780488;19,426829268292682;43,25609756097561;26,182926829268293;9,963414634146341
454;Denver Nuggets;82;54;28;0,659;3946;8555;3058;6510;47,0;548;1477;37,1;1891;2487;76,0;905;2507;3412;1820;1257;710;492;447;1874;1944;280;2008-09;2008;Denver Nuggets;104,32926829268293;22,195121951219512;41,609756097560975;18,01219512195122;6,682926829268292
